2024-04-26:12:22:38 INSPECTOR LOG

2024-04-26:12:22:42 sender:  1 - send_time: 12:22:41 - amount:785k $  - receiver: 0 - receive_time: 12:22:42
2024-04-26:12:26:23 sender:  2 - send_time: 12:25:34 - amount:297k $  - receiver: 0 - receive_time: 12:26:23
2024-04-26:12:26:24 sender:  1 - send_time: 12:26:08 - amount:564k $  - receiver: 0 - receive_time: 12:26:24
2024-04-26:12:26:25 sender:  0 - send_time: 12:25:47 - amount:637k $  - receiver: 2 - receive_time: 12:26:25
2024-04-26:12:26:25 sender:  0 - send_time: 12:25:51 - amount:991k $  - receiver: 2 - receive_time: 12:26:25
2024-04-26:12:26:26 sender:  0 - send_time: 12:25:18 - amount:294k $  - receiver: 1 - receive_time: 12:26:26
2024-04-26:12:26:27 sender:  2 - send_time: 12:25:40 - amount:552k $  - receiver: 1 - receive_time: 12:26:27
2024-04-26:12:26:27 sender:  1 - send_time: 12:26:09 - amount:40k $  - receiver: 0 - receive_time: 12:26:27
2024-04-26:12:26:27 sender:  0 - send_time: 12:25:20 - amount:15k $  - receiver: 1 - receive_time: 12:26:27
2024-04-26:12:26:28 sender:  1 - send_time: 12:26:08 - amount:44k $  - receiver: 2 - receive_time: 12:26:28
2024-04-26:12:26:28 sender:  1 - send_time: 12:26:12 - amount:488k $  - receiver: 0 - receive_time: 12:26:28
2024-04-26:12:26:28 sender:  2 - send_time: 12:25:35 - amount:940k $  - receiver: 0 - receive_time: 12:26:28
2024-04-26:12:26:29 sender:  2 - send_time: 12:25:42 - amount:64k $  - receiver: 1 - receive_time: 12:26:29
2024-04-26:12:26:29 sender:  1 - send_time: 12:26:16 - amount:293k $  - receiver: 0 - receive_time: 12:26:29
2024-04-26:12:26:29 sender:  0 - send_time: 12:25:21 - amount:786k $  - receiver: 1 - receive_time: 12:26:29
2024-04-26:12:26:30 sender:  1 - send_time: 12:26:19 - amount:707k $  - receiver: 0 - receive_time: 12:26:30
2024-04-26:12:26:30 sender:  0 - send_time: 12:25:54 - amount:227k $  - receiver: 2 - receive_time: 12:26:30
2024-04-26:12:26:31 sender:  1 - send_time: 12:26:13 - amount:81k $  - receiver: 2 - receive_time: 12:26:31
2024-04-26:12:26:31 sender:  2 - send_time: 12:25:37 - amount:895k $  - receiver: 0 - receive_time: 12:26:31
2024-04-26:12:26:31 sender:  1 - send_time: 12:26:24 - amount:843k $  - receiver: 0 - receive_time: 12:26:31
2024-04-26:12:26:32 sender:  0 - send_time: 12:25:28 - amount:796k $  - receiver: 1 - receive_time: 12:26:32
2024-04-26:12:26:32 sender:  1 - send_time: 12:26:32 - amount:655k $  - receiver: 0 - receive_time: 12:25:50
2024-04-26:12:26:33 sender:  2 - send_time: 12:25:38 - amount:269k $  - receiver: 0 - receive_time: 12:26:33
2024-04-26:12:26:34 sender:  2 - send_time: 12:26:33 - amount:274k $  - receiver: 1 - receive_time: 12:23:45
2024-04-26:12:26:34 sender:  2 - send_time: 12:25:43 - amount:630k $  - receiver: 1 - receive_time: 12:26:34
2024-04-26:12:26:35 sender:  1 - send_time: 12:26:18 - amount:312k $  - receiver: 2 - receive_time: 12:26:35
2024-04-26:12:26:35 sender:  0 - send_time: 12:25:56 - amount:600k $  - receiver: 2 - receive_time: 12:26:35
2024-04-26:12:26:35 sender:  2 - send_time: 12:25:44 - amount:843k $  - receiver: 1 - receive_time: 12:26:35
2024-04-26:12:26:36 sender:  1 - send_time: 12:26:29 - amount:517k $  - receiver: 0 - receive_time: 12:26:36
2024-04-26:12:26:36 sender:  0 - send_time: 12:25:58 - amount:162k $  - receiver: 2 - receive_time: 12:26:36
2024-04-26:12:26:37 sender:  0 - send_time: 12:25:30 - amount:425k $  - receiver: 1 - receive_time: 12:26:37
2024-04-26:12:26:38 sender:  2 - send_time: 12:25:40 - amount:506k $  - receiver: 0 - receive_time: 12:26:38
2024-04-26:12:26:39 sender:  1 - send_time: 12:26:21 - amount:303k $  - receiver: 2 - receive_time: 12:26:39
2024-04-26:12:26:40 sender:  0 - send_time: 12:26:01 - amount:845k $  - receiver: 2 - receive_time: 12:26:40
2024-04-26:12:26:41 sender:  1 - send_time: 12:26:22 - amount:590k $  - receiver: 2 - receive_time: 12:26:41
2024-04-26:12:26:41 sender:  0 - send_time: 12:25:33 - amount:812k $  - receiver: 1 - receive_time: 12:26:41
2024-04-26:12:26:41 sender:  1 - send_time: 12:26:32 - amount:655k $  - receiver: 0 - receive_time: 12:26:41
2024-04-26:12:26:41 sender:  0 - send_time: 12:26:03 - amount:904k $  - receiver: 2 - receive_time: 12:26:41
2024-04-26:12:26:42 sender:  2 - send_time: 12:25:46 - amount:498k $  - receiver: 1 - receive_time: 12:26:42
2024-04-26:12:26:42 sender:  1 - send_time: 12:26:35 - amount:935k $  - receiver: 0 - receive_time: 12:26:42
2024-04-26:12:26:43 sender:  2 - send_time: 12:25:42 - amount:546k $  - receiver: 0 - receive_time: 12:26:43
2024-04-26:12:26:43 sender:  1 - send_time: 12:26:25 - amount:905k $  - receiver: 2 - receive_time: 12:26:43
2024-04-26:12:26:44 sender:  2 - send_time: 12:25:43 - amount:237k $  - receiver: 0 - receive_time: 12:26:44
2024-04-26:12:26:44 sender:  1 - send_time: 12:26:31 - amount:236k $  - receiver: 2 - receive_time: 12:26:44
2024-04-26:12:26:44 sender:  1 - send_time: 12:26:37 - amount:669k $  - receiver: 0 - receive_time: 12:26:44
2024-04-26:12:26:45 sender:  0 - send_time: 12:25:36 - amount:855k $  - receiver: 1 - receive_time: 12:26:45
2024-04-26:12:26:45 sender:  1 - send_time: 12:26:32 - amount:810k $  - receiver: 2 - receive_time: 12:26:45
2024-04-26:12:26:45 sender:  1 - send_time: 12:26:45 - amount:935k $  - receiver: 0 - receive_time: 12:26:42
2024-04-26:12:26:46 sender:  2 - send_time: 12:25:45 - amount:836k $  - receiver: 0 - receive_time: 12:26:46
2024-04-26:12:26:46 sender:  0 - send_time: 12:25:39 - amount:511k $  - receiver: 1 - receive_time: 12:26:46
2024-04-26:12:26:47 sender:  0 - send_time: 12:26:05 - amount:804k $  - receiver: 2 - receive_time: 12:26:47
2024-04-26:12:26:47 sender:  2 - send_time: 12:25:49 - amount:651k $  - receiver: 1 - receive_time: 12:26:47
2024-04-26:12:26:47 sender:  0 - send_time: 12:25:43 - amount:15k $  - receiver: 1 - receive_time: 12:26:47
2024-04-26:12:26:48 sender:  0 - send_time: 12:26:06 - amount:442k $  - receiver: 2 - receive_time: 12:26:48
2024-04-26:12:26:48 sender:  1 - send_time: 12:26:38 - amount:484k $  - receiver: 2 - receive_time: 12:26:48
2024-04-26:12:26:48 sender:  0 - send_time: 12:25:45 - amount:153k $  - receiver: 1 - receive_time: 12:26:48
2024-04-26:12:26:49 sender:  0 - send_time: 12:25:49 - amount:288k $  - receiver: 1 - receive_time: 12:26:49
2024-04-26:12:26:50 sender:  0 - send_time: 12:26:11 - amount:184k $  - receiver: 2 - receive_time: 12:26:50
2024-04-26:12:26:50 sender:  2 - send_time: 12:25:51 - amount:134k $  - receiver: 0 - receive_time: 12:26:50
2024-04-26:12:26:50 sender:  2 - send_time: 12:25:58 - amount:496k $  - receiver: 1 - receive_time: 12:26:50
2024-04-26:12:26:50 sender:  0 - send_time: 12:25:50 - amount:432k $  - receiver: 1 - receive_time: 12:26:50
2024-04-26:12:26:51 sender:  0 - send_time: 12:26:13 - amount:431k $  - receiver: 2 - receive_time: 12:26:51
2024-04-26:12:26:51 sender:  1 - send_time: 12:26:40 - amount:67k $  - receiver: 2 - receive_time: 12:26:51
2024-04-26:12:26:51 sender:  2 - send_time: 12:25:55 - amount:537k $  - receiver: 0 - receive_time: 12:26:51
2024-04-26:12:26:52 sender:  0 - send_time: 12:25:53 - amount:905k $  - receiver: 1 - receive_time: 12:26:52
2024-04-26:12:26:52 sender:  1 - send_time: 12:26:39 - amount:826k $  - receiver: 0 - receive_time: 12:26:52
2024-04-26:12:26:53 sender:  0 - send_time: 12:25:54 - amount:194k $  - receiver: 1 - receive_time: 12:26:53
2024-04-26:12:26:54 sender:  2 - send_time: 12:25:59 - amount:261k $  - receiver: 1 - receive_time: 12:26:54
2024-04-26:12:26:54 sender:  1 - send_time: 12:26:54 - amount:705k $  - receiver: 2 - receive_time: 12:23:58
2024-04-26:12:26:54 sender:  0 - send_time: 12:26:15 - amount:549k $  - receiver: 2 - receive_time: 12:26:54
2024-04-26:12:26:55 sender:  1 - send_time: 12:26:42 - amount:223k $  - receiver: 2 - receive_time: 12:26:55
2024-04-26:12:26:56 sender:  1 - send_time: 12:26:40 - amount:860k $  - receiver: 0 - receive_time: 12:26:56
2024-04-26:12:26:56 sender:  1 - send_time: 12:26:55 - amount:780k $  - receiver: 2 - receive_time: 12:24:38
2024-04-26:12:26:56 sender:  2 - send_time: 12:25:59 - amount:940k $  - receiver: 0 - receive_time: 12:26:56
2024-04-26:12:26:56 sender:  0 - send_time: 12:26:16 - amount:998k $  - receiver: 2 - receive_time: 12:26:56
2024-04-26:12:26:56 sender:  2 - send_time: 12:26:01 - amount:199k $  - receiver: 0 - receive_time: 12:26:56
2024-04-26:12:26:57 sender:  2 - send_time: 12:26:00 - amount:646k $  - receiver: 1 - receive_time: 12:26:57
2024-04-26:12:26:58 sender:  2 - send_time: 12:26:58 - amount:493k $  - receiver: 1 - receive_time: 12:26:08
2024-04-26:12:26:58 sender:  0 - send_time: 12:25:57 - amount:674k $  - receiver: 1 - receive_time: 12:26:58
2024-04-26:12:26:59 sender:  0 - send_time: 12:25:59 - amount:401k $  - receiver: 1 - receive_time: 12:26:59
2024-04-26:12:26:59 sender:  0 - send_time: 12:26:19 - amount:126k $  - receiver: 2 - receive_time: 12:26:59
2024-04-26:12:26:59 sender:  1 - send_time: 12:26:43 - amount:315k $  - receiver: 0 - receive_time: 12:26:59
2024-04-26:12:27:00 sender:  1 - send_time: 12:26:43 - amount:925k $  - receiver: 2 - receive_time: 12:27:00
2024-04-26:12:27:00 sender:  2 - send_time: 12:27:00 - amount:677k $  - receiver: 0 - receive_time: 12:26:17
2024-04-26:12:27:00 sender:  2 - send_time: 12:26:04 - amount:233k $  - receiver: 1 - receive_time: 12:27:00
2024-04-26:12:27:01 sender:  1 - send_time: 12:26:44 - amount:319k $  - receiver: 2 - receive_time: 12:27:01
2024-04-26:12:27:01 sender:  1 - send_time: 12:26:45 - amount:935k $  - receiver: 0 - receive_time: 12:27:01
2024-04-26:12:27:02 sender:  2 - send_time: 12:26:03 - amount:637k $  - receiver: 0 - receive_time: 12:27:02
2024-04-26:12:27:02 sender:  2 - send_time: 12:26:06 - amount:434k $  - receiver: 1 - receive_time: 12:27:02
2024-04-26:12:27:03 sender:  0 - send_time: 12:26:20 - amount:843k $  - receiver: 2 - receive_time: 12:27:03
2024-04-26:12:27:03 sender:  1 - send_time: 12:26:46 - amount:875k $  - receiver: 2 - receive_time: 12:27:03
2024-04-26:12:27:03 sender:  1 - send_time: 12:26:47 - amount:242k $  - receiver: 0 - receive_time: 12:27:03
2024-04-26:12:27:04 sender:  0 - send_time: 12:26:03 - amount:431k $  - receiver: 1 - receive_time: 12:27:04
2024-04-26:12:27:04 sender:  0 - send_time: 12:26:26 - amount:693k $  - receiver: 2 - receive_time: 12:27:04
2024-04-26:12:27:05 sender:  2 - send_time: 12:26:08 - amount:607k $  - receiver: 1 - receive_time: 12:27:05
2024-04-26:12:27:05 sender:  1 - send_time: 12:26:47 - amount:838k $  - receiver: 2 - receive_time: 12:27:05
2024-04-26:12:27:06 sender:  1 - send_time: 12:26:54 - amount:705k $  - receiver: 2 - receive_time: 12:27:06
2024-04-26:12:27:07 sender:  2 - send_time: 12:26:05 - amount:193k $  - receiver: 0 - receive_time: 12:27:07
2024-04-26:12:27:07 sender:  0 - send_time: 12:26:27 - amount:854k $  - receiver: 2 - receive_time: 12:27:07
2024-04-26:12:27:08 sender:  0 - send_time: 12:26:06 - amount:454k $  - receiver: 1 - receive_time: 12:27:08
2024-04-26:12:27:08 sender:  1 - send_time: 12:26:49 - amount:663k $  - receiver: 0 - receive_time: 12:27:08
2024-04-26:12:27:08 sender:  1 - send_time: 12:24:23 - amount:780k $  - receiver: 2 - receive_time: 12:27:08
2024-04-26:12:27:08 sender:  0 - send_time: 12:26:29 - amount:499k $  - receiver: 2 - receive_time: 12:27:08
2024-04-26:12:27:09 sender:  2 - send_time: 12:26:11 - amount:519k $  - receiver: 1 - receive_time: 12:27:09
2024-04-26:12:27:11 sender:  2 - send_time: 12:26:12 - amount:39k $  - receiver: 1 - receive_time: 12:27:11
2024-04-26:12:27:11 sender:  1 - send_time: 12:26:54 - amount:201k $  - receiver: 0 - receive_time: 12:27:11
2024-04-26:12:27:12 sender:  2 - send_time: 12:26:11 - amount:164k $  - receiver: 0 - receive_time: 12:27:12
2024-04-26:12:27:13 sender:  0 - send_time: 12:26:07 - amount:260k $  - receiver: 1 - receive_time: 12:27:13
2024-04-26:12:27:13 sender:  0 - send_time: 12:26:31 - amount:915k $  - receiver: 2 - receive_time: 12:27:13
2024-04-26:12:27:13 sender:  0 - send_time: 12:26:08 - amount:756k $  - receiver: 1 - receive_time: 12:27:13
2024-04-26:12:27:15 sender:  0 - send_time: 12:26:09 - amount:422k $  - receiver: 1 - receive_time: 12:27:15
2024-04-26:12:27:15 sender:  2 - send_time: 12:26:14 - amount:979k $  - receiver: 0 - receive_time: 12:27:15
2024-04-26:12:27:16 sender:  2 - send_time: 12:26:15 - amount:26k $  - receiver: 1 - receive_time: 12:27:16
2024-04-26:12:27:17 sender:  1 - send_time: 12:26:55 - amount:708k $  - receiver: 0 - receive_time: 12:27:17
2024-04-26:12:27:17 sender:  1 - send_time: 12:27:17 - amount:63k $  - receiver: 0 - receive_time: 12:23:05
2024-04-26:12:27:17 sender:  2 - send_time: 12:26:17 - amount:376k $  - receiver: 1 - receive_time: 12:27:17
2024-04-26:12:27:18 sender:  1 - send_time: 12:26:59 - amount:454k $  - receiver: 2 - receive_time: 12:27:18
2024-04-26:12:27:18 sender:  0 - send_time: 12:26:11 - amount:441k $  - receiver: 1 - receive_time: 12:27:18
2024-04-26:12:27:18 sender:  0 - send_time: 12:26:33 - amount:587k $  - receiver: 2 - receive_time: 12:27:18
2024-04-26:12:27:19 sender:  2 - send_time: 12:26:20 - amount:332k $  - receiver: 1 - receive_time: 12:27:19
2024-04-26:12:27:19 sender:  0 - send_time: 12:26:12 - amount:311k $  - receiver: 1 - receive_time: 12:27:19
2024-04-26:12:27:19 sender:  2 - send_time: 12:26:17 - amount:85k $  - receiver: 0 - receive_time: 12:27:19
2024-04-26:12:27:19 sender:  1 - send_time: 12:27:03 - amount:232k $  - receiver: 2 - receive_time: 12:27:19
2024-04-26:12:27:19 sender:  2 - send_time: 12:26:21 - amount:269k $  - receiver: 1 - receive_time: 12:27:19
2024-04-26:12:27:21 sender:  2 - send_time: 12:26:23 - amount:393k $  - receiver: 1 - receive_time: 12:27:21
2024-04-26:12:27:22 sender:  0 - send_time: 12:26:36 - amount:770k $  - receiver: 2 - receive_time: 12:27:22
2024-04-26:12:27:22 sender:  2 - send_time: 12:26:19 - amount:628k $  - receiver: 0 - receive_time: 12:27:22
2024-04-26:12:27:22 sender:  0 - send_time: 12:26:41 - amount:54k $  - receiver: 2 - receive_time: 12:27:22
2024-04-26:12:27:23 sender:  1 - send_time: 12:26:58 - amount:573k $  - receiver: 0 - receive_time: 12:27:23
2024-04-26:12:27:23 sender:  0 - send_time: 12:26:17 - amount:607k $  - receiver: 1 - receive_time: 12:27:23
2024-04-26:12:27:23 sender:  1 - send_time: 12:27:05 - amount:890k $  - receiver: 2 - receive_time: 12:27:23
2024-04-26:12:27:23 sender:  0 - send_time: 12:26:19 - amount:314k $  - receiver: 1 - receive_time: 12:27:23
2024-04-26:12:27:24 sender:  2 - send_time: 12:26:21 - amount:582k $  - receiver: 0 - receive_time: 12:27:24
2024-04-26:12:27:24 sender:  0 - send_time: 12:26:24 - amount:190k $  - receiver: 1 - receive_time: 12:27:24
2024-04-26:12:27:24 sender:  1 - send_time: 12:27:07 - amount:870k $  - receiver: 2 - receive_time: 12:27:24
2024-04-26:12:27:25 sender:  1 - send_time: 12:27:12 - amount:452k $  - receiver: 2 - receive_time: 12:27:25
2024-04-26:12:27:25 sender:  2 - send_time: 12:26:25 - amount:433k $  - receiver: 1 - receive_time: 12:27:25
2024-04-26:12:27:26 sender:  0 - send_time: 12:26:45 - amount:920k $  - receiver: 2 - receive_time: 12:27:26
2024-04-26:12:27:26 sender:  2 - send_time: 12:26:23 - amount:236k $  - receiver: 0 - receive_time: 12:27:26
2024-04-26:12:27:27 sender:  1 - send_time: 12:27:00 - amount:187k $  - receiver: 0 - receive_time: 12:27:27
2024-04-26:12:27:27 sender:  2 - send_time: 12:26:26 - amount:687k $  - receiver: 0 - receive_time: 12:27:27
2024-04-26:12:27:28 sender:  1 - send_time: 12:27:15 - amount:96k $  - receiver: 2 - receive_time: 12:27:28
2024-04-26:12:27:28 sender:  0 - send_time: 12:26:28 - amount:598k $  - receiver: 1 - receive_time: 12:27:28
2024-04-26:12:27:29 sender:  2 - send_time: 12:26:29 - amount:514k $  - receiver: 0 - receive_time: 12:27:29
2024-04-26:12:27:29 sender:  1 - send_time: 12:27:04 - amount:346k $  - receiver: 0 - receive_time: 12:27:29
2024-04-26:12:27:29 sender:  0 - send_time: 12:27:29 - amount:126k $  - receiver: 2 - receive_time: 12:26:59
2024-04-26:12:27:30 sender:  2 - send_time: 12:26:31 - amount:467k $  - receiver: 0 - receive_time: 12:27:30
2024-04-26:12:27:30 sender:  2 - send_time: 12:26:31 - amount:270k $  - receiver: 1 - receive_time: 12:27:30
2024-04-26:12:27:31 sender:  2 - send_time: 12:26:33 - amount:646k $  - receiver: 0 - receive_time: 12:27:31
2024-04-26:12:27:31 sender:  0 - send_time: 12:26:29 - amount:64k $  - receiver: 1 - receive_time: 12:27:31
2024-04-26:12:27:33 sender:  1 - send_time: 12:27:17 - amount:678k $  - receiver: 2 - receive_time: 12:27:33
2024-04-26:12:27:33 sender:  0 - send_time: 12:26:50 - amount:126k $  - receiver: 2 - receive_time: 12:27:33
2024-04-26:12:27:33 sender:  2 - send_time: 12:26:33 - amount:274k $  - receiver: 1 - receive_time: 12:27:33
2024-04-26:12:27:33 sender:  1 - send_time: 12:27:33 - amount:727k $  - receiver: 2 - receive_time: 12:24:34
2024-04-26:12:27:34 sender:  1 - send_time: 12:27:05 - amount:811k $  - receiver: 0 - receive_time: 12:27:34
2024-04-26:12:27:34 sender:  1 - send_time: 12:27:34 - amount:708k $  - receiver: 2 - receive_time: 12:25:07
2024-04-26:12:27:35 sender:  2 - send_time: 12:26:35 - amount:677k $  - receiver: 1 - receive_time: 12:27:35
2024-04-26:12:27:36 sender:  2 - send_time: 12:26:34 - amount:587k $  - receiver: 0 - receive_time: 12:27:36
2024-04-26:12:27:36 sender:  0 - send_time: 12:26:32 - amount:137k $  - receiver: 1 - receive_time: 12:27:36
2024-04-26:12:27:36 sender:  0 - send_time: 12:26:33 - amount:232k $  - receiver: 1 - receive_time: 12:27:36
2024-04-26:12:27:36 sender:  0 - send_time: 12:26:52 - amount:60k $  - receiver: 2 - receive_time: 12:27:36
2024-04-26:12:27:37 sender:  1 - send_time: 12:27:20 - amount:190k $  - receiver: 2 - receive_time: 12:27:37
2024-04-26:12:27:37 sender:  0 - send_time: 12:26:53 - amount:445k $  - receiver: 2 - receive_time: 12:27:37
2024-04-26:12:27:38 sender:  2 - send_time: 12:26:37 - amount:628k $  - receiver: 1 - receive_time: 12:27:38
2024-04-26:12:27:39 sender:  0 - send_time: 12:26:36 - amount:307k $  - receiver: 1 - receive_time: 12:27:39
2024-04-26:12:27:39 sender:  0 - send_time: 12:27:39 - amount:211k $  - receiver: 2 - receive_time: 12:26:06
2024-04-26:12:27:39 sender:  1 - send_time: 12:27:07 - amount:43k $  - receiver: 0 - receive_time: 12:27:39
2024-04-26:12:27:40 sender:  2 - send_time: 12:26:38 - amount:749k $  - receiver: 0 - receive_time: 12:27:40
2024-04-26:12:27:40 sender:  2 - send_time: 12:26:39 - amount:625k $  - receiver: 0 - receive_time: 12:27:40
2024-04-26:12:27:41 sender:  2 - send_time: 12:26:38 - amount:801k $  - receiver: 1 - receive_time: 12:27:41
2024-04-26:12:27:41 sender:  0 - send_time: 12:26:37 - amount:952k $  - receiver: 1 - receive_time: 12:27:41
2024-04-26:12:27:41 sender:  2 - send_time: 12:26:42 - amount:708k $  - receiver: 0 - receive_time: 12:27:41
2024-04-26:12:27:41 sender:  1 - send_time: 12:27:09 - amount:177k $  - receiver: 0 - receive_time: 12:27:41
2024-04-26:12:27:41 sender:  0 - send_time: 12:26:56 - amount:597k $  - receiver: 2 - receive_time: 12:27:41
2024-04-26:12:27:42 sender:  2 - send_time: 12:26:42 - amount:116k $  - receiver: 1 - receive_time: 12:27:42
2024-04-26:12:27:42 sender:  1 - send_time: 12:27:25 - amount:626k $  - receiver: 2 - receive_time: 12:27:42
2024-04-26:12:27:42 sender:  0 - send_time: 12:26:58 - amount:376k $  - receiver: 2 - receive_time: 12:27:42
2024-04-26:12:27:42 sender:  0 - send_time: 12:26:42 - amount:426k $  - receiver: 1 - receive_time: 12:27:42
2024-04-26:12:27:42 sender:  0 - send_time: 12:27:42 - amount:915k $  - receiver: 2 - receive_time: 12:27:13
2024-04-26:12:27:43 sender:  2 - send_time: 12:26:43 - amount:156k $  - receiver: 1 - receive_time: 12:27:43
2024-04-26:12:27:43 sender:  2 - send_time: 12:27:43 - amount:261k $  - receiver: 1 - receive_time: 12:26:54
2024-04-26:12:27:44 sender:  1 - send_time: 12:27:10 - amount:71k $  - receiver: 0 - receive_time: 12:27:44
2024-04-26:12:27:45 sender:  0 - send_time: 12:26:44 - amount:489k $  - receiver: 1 - receive_time: 12:27:45
2024-04-26:12:27:45 sender:  0 - send_time: 12:26:59 - amount:455k $  - receiver: 2 - receive_time: 12:27:45
2024-04-26:12:27:45 sender:  1 - send_time: 12:27:12 - amount:208k $  - receiver: 0 - receive_time: 12:27:45
2024-04-26:12:27:45 sender:  1 - send_time: 12:27:28 - amount:915k $  - receiver: 2 - receive_time: 12:27:45
2024-04-26:12:27:46 sender:  2 - send_time: 12:26:48 - amount:721k $  - receiver: 0 - receive_time: 12:27:46
2024-04-26:12:27:46 sender:  1 - send_time: 12:27:29 - amount:718k $  - receiver: 2 - receive_time: 12:27:46
2024-04-26:12:27:47 sender:  0 - send_time: 12:27:01 - amount:215k $  - receiver: 2 - receive_time: 12:27:47
2024-04-26:12:27:47 sender:  2 - send_time: 12:26:45 - amount:911k $  - receiver: 1 - receive_time: 12:27:47
2024-04-26:12:27:48 sender:  1 - send_time: 12:27:33 - amount:727k $  - receiver: 2 - receive_time: 12:27:48
2024-04-26:12:27:49 sender:  1 - send_time: 12:27:14 - amount:154k $  - receiver: 0 - receive_time: 12:27:49
2024-04-26:12:27:50 sender:  2 - send_time: 12:26:50 - amount:331k $  - receiver: 0 - receive_time: 12:27:50
2024-04-26:12:27:51 sender:  0 - send_time: 12:27:03 - amount:566k $  - receiver: 2 - receive_time: 12:27:51
2024-04-26:12:27:51 sender:  2 - send_time: 12:26:46 - amount:11k $  - receiver: 1 - receive_time: 12:27:51
2024-04-26:12:27:52 sender:  0 - send_time: 12:27:05 - amount:54k $  - receiver: 2 - receive_time: 12:27:52
2024-04-26:12:27:52 sender:  0 - send_time: 12:26:46 - amount:152k $  - receiver: 1 - receive_time: 12:27:52
2024-04-26:12:27:53 sender:  1 - send_time: 12:27:34 - amount:708k $  - receiver: 2 - receive_time: 12:27:53
2024-04-26:12:27:53 sender:  1 - send_time: 12:27:17 - amount:63k $  - receiver: 0 - receive_time: 12:27:53
2024-04-26:12:27:53 sender:  0 - send_time: 12:27:06 - amount:222k $  - receiver: 2 - receive_time: 12:27:53
2024-04-26:12:27:54 sender:  2 - send_time: 12:26:47 - amount:740k $  - receiver: 1 - receive_time: 12:27:54
2024-04-26:12:27:55 sender:  1 - send_time: 12:27:36 - amount:927k $  - receiver: 2 - receive_time: 12:27:55
2024-04-26:12:27:55 sender:  2 - send_time: 12:26:54 - amount:825k $  - receiver: 0 - receive_time: 12:27:55
2024-04-26:12:27:55 sender:  2 - send_time: 12:27:55 - amount:537k $  - receiver: 0 - receive_time: 12:26:51
2024-04-26:12:27:55 sender:  0 - send_time: 12:26:48 - amount:792k $  - receiver: 1 - receive_time: 12:27:55
2024-04-26:12:27:56 sender:  0 - send_time: 12:26:52 - amount:125k $  - receiver: 1 - receive_time: 12:27:56
2024-04-26:12:27:58 sender:  0 - send_time: 12:26:54 - amount:67k $  - receiver: 1 - receive_time: 12:27:58
2024-04-26:12:27:58 sender:  1 - send_time: 12:27:23 - amount:971k $  - receiver: 0 - receive_time: 12:27:58
2024-04-26:12:27:58 sender:  2 - send_time: 12:26:56 - amount:649k $  - receiver: 0 - receive_time: 12:27:58
2024-04-26:12:27:58 sender:  0 - send_time: 12:27:08 - amount:112k $  - receiver: 2 - receive_time: 12:27:58
2024-04-26:12:27:59 sender:  0 - send_time: 12:27:10 - amount:53k $  - receiver: 2 - receive_time: 12:27:59
2024-04-26:12:27:59 sender:  2 - send_time: 12:26:58 - amount:593k $  - receiver: 0 - receive_time: 12:27:59
2024-04-26:12:27:59 sender:  1 - send_time: 12:27:38 - amount:916k $  - receiver: 2 - receive_time: 12:27:59
2024-04-26:12:27:59 sender:  2 - send_time: 12:27:59 - amount:806k $  - receiver: 0 - receive_time: 12:23:03
2024-04-26:12:27:59 sender:  2 - send_time: 12:26:49 - amount:311k $  - receiver: 1 - receive_time: 12:27:59
2024-04-26:12:28:00 sender:  0 - send_time: 12:28:00 - amount:230k $  - receiver: 2 - receive_time: 12:26:09
2024-04-26:12:28:01 sender:  1 - send_time: 12:27:26 - amount:533k $  - receiver: 0 - receive_time: 12:28:01
2024-04-26:12:28:02 sender:  0 - send_time: 12:27:14 - amount:139k $  - receiver: 2 - receive_time: 12:28:02
2024-04-26:12:28:02 sender:  0 - send_time: 12:26:57 - amount:306k $  - receiver: 1 - receive_time: 12:28:02
2024-04-26:12:28:03 sender:  1 - send_time: 12:27:39 - amount:56k $  - receiver: 2 - receive_time: 12:28:03
2024-04-26:12:28:03 sender:  0 - send_time: 12:26:58 - amount:190k $  - receiver: 1 - receive_time: 12:28:03
2024-04-26:12:28:03 sender:  2 - send_time: 12:27:00 - amount:677k $  - receiver: 0 - receive_time: 12:28:03
2024-04-26:12:28:04 sender:  1 - send_time: 12:27:41 - amount:961k $  - receiver: 2 - receive_time: 12:28:04
2024-04-26:12:28:04 sender:  2 - send_time: 12:26:51 - amount:565k $  - receiver: 1 - receive_time: 12:28:04
2024-04-26:12:28:05 sender:  1 - send_time: 12:27:44 - amount:594k $  - receiver: 2 - receive_time: 12:28:05
2024-04-26:12:28:05 sender:  2 - send_time: 12:26:52 - amount:410k $  - receiver: 1 - receive_time: 12:28:05
2024-04-26:12:28:05 sender:  0 - send_time: 12:28:05 - amount:598k $  - receiver: 1 - receive_time: 12:27:28
2024-04-26:12:28:05 sender:  0 - send_time: 12:27:04 - amount:103k $  - receiver: 1 - receive_time: 12:28:05
2024-04-26:12:28:06 sender:  2 - send_time: 12:27:02 - amount:821k $  - receiver: 0 - receive_time: 12:28:06
2024-04-26:12:28:06 sender:  1 - send_time: 12:27:27 - amount:115k $  - receiver: 0 - receive_time: 12:28:06
2024-04-26:12:28:06 sender:  1 - send_time: 12:28:06 - amount:655k $  - receiver: 0 - receive_time: 12:26:41
2024-04-26:12:28:06 sender:  0 - send_time: 12:27:16 - amount:219k $  - receiver: 2 - receive_time: 12:28:06
